CODPRODUTO;DESCRICAO;CODBARRAS;TAMANHO;QTDE;PREÇO
900298;JARDINEIRA MOLETOM CINZA COLECAO DEV 298;7899009002980;1;12;148.9
900298;JARDINEIRA MOLETOM CINZA COLECAO DEV 298;7899009002981;2;14;153.9
900298;JARDINEIRA MOLETOM CINZA COLECAO DEV 298;7899009002982;3;16;158.9
900299;SANDALIA FLOR MARINHO LINHA MINI 299;7899009002990;19/20;19;165.9
900299;SANDALIA FLOR MARINHO LINHA MINI 299;7899009002991;21/22;3;170.9
900300;TENIS LUZ TERRACOTA MODELO 2027 300;7899009003000;19/20;8;182.9
900300;TENIS LUZ TERRACOTA MODELO 2027 300;7899009003001;21/22;10;187.9
900300;TENIS LUZ TERRACOTA MODELO 2027 300;7899009003002;23/24;12;192.9
900301;MANTA PELUCIA ROSA BLOOM TESTE 301;7899009003010;U;15;199.9
900302;TOALHA FRALDA AZUL COLECAO DEV 302;7899009003020;U;4;216.9
900303;CHUPETA BICO REDONDO AMARELO LINHA MINI 303;7899009003030;U;11;233.9
900304;BRINQUEDO MONTAR VERDE MODELO 2027 304;7899009003040;U;18;250.9
900305;BODY TRANSPASSADO LILAS BLOOM TESTE 305;7899009003050;RN;7;267.9
900305;BODY TRANSPASSADO LILAS BLOOM TESTE 305;7899009003051;P;9;272.9
900306;MACACAO CANELADO BEGE COLECAO DEV 306;7899009003060;P;14;284.9
900306;MACACAO CANELADO BEGE COLECAO DEV 306;7899009003061;M;16;289.9
900306;MACACAO CANELADO BEGE COLECAO DEV 306;7899009003062;G;18;294.9
900307;VESTIDO LACO OFF WHITE LINHA MINI 307;7899009003070;1;3;41.9
900307;VESTIDO LACO OFF WHITE LINHA MINI 307;7899009003071;2;5;46.9
900308;CONJUNTO REGATA E BERMUDA CINZA MODELO 2027 308;7899009003080;1;10;58.9
900308;CONJUNTO REGATA E BERMUDA CINZA MODELO 2027 308;7899009003081;2;12;63.9
900308;CONJUNTO REGATA E BERMUDA CINZA MODELO 2027 308;7899009003082;3;14;68.9
900309;BLUSA TRICOT MARINHO BLOOM TESTE 309;7899009003090;1;17;75.9
900309;BLUSA TRICOT MARINHO BLOOM TESTE 309;7899009003091;2;19;80.9
900310;CALCA LEGGING TERRACOTA COLECAO DEV 310;7899009003100;1;6;92.9
900310;CALCA LEGGING TERRACOTA COLECAO DEV 310;7899009003101;2;8;97.9
900310;CALCA LEGGING TERRACOTA COLECAO DEV 310;7899009003102;3;10;102.9
900311;SHORT TACTEL ROSA LINHA MINI 311;7899009003110;1;13;109.9
900311;SHORT TACTEL ROSA LINHA MINI 311;7899009003111;2;15;114.9
900312;CASACO PUFFER AZUL MODELO 2027 312;7899009003120;2;20;126.9
900312;CASACO PUFFER AZUL MODELO 2027 312;7899009003121;3;4;131.9
900312;CASACO PUFFER AZUL MODELO 2027 312;7899009003122;4;6;136.9
900313;PIJAMA SHORT DOLL AMARELO BLOOM TESTE 313;7899009003130;1;9;143.9
900313;PIJAMA SHORT DOLL AMARELO BLOOM TESTE 313;7899009003131;2;11;148.9
900314;JARDINEIRA LINHO VERDE COLECAO DEV 314;7899009003140;1;16;160.9
900314;JARDINEIRA LINHO VERDE COLECAO DEV 314;7899009003141;2;18;165.9
900314;JARDINEIRA LINHO VERDE COLECAO DEV 314;7899009003142;3;20;170.9
900315;SANDALIA METALIZADA LILAS LINHA MINI 315;7899009003150;19/20;5;177.9
900315;SANDALIA METALIZADA LILAS LINHA MINI 315;7899009003151;21/22;7;182.9
900316;TENIS PASSEIO BEGE MODELO 2027 316;7899009003160;19/20;12;194.9
900316;TENIS PASSEIO BEGE MODELO 2027 316;7899009003161;21/22;14;199.9
900316;TENIS PASSEIO BEGE MODELO 2027 316;7899009003162;23/24;16;204.9
900317;MANTA BORDADA OFF WHITE BLOOM TESTE 317;7899009003170;U;19;211.9
900318;TOALHA KIT CINZA COLECAO DEV 318;7899009003180;U;8;228.9
900319;CHUPETA COM CLIPE MARINHO LINHA MINI 319;7899009003190;U;15;245.9
900320;BRINQUEDO DE BANHO TERRACOTA MODELO 2027 320;7899009003200;U;4;262.9
900321;BODY MANGA CURTA ROSA BLOOM TESTE 321;7899009003210;RN;11;279.9
900321;BODY MANGA CURTA ROSA BLOOM TESTE 321;7899009003211;P;13;284.9
900322;MACACAO PLUSH AZUL COLECAO DEV 322;7899009003220;P;18;296.9
900322;MACACAO PLUSH AZUL COLECAO DEV 322;7899009003221;M;20;301.9
900322;MACACAO PLUSH AZUL COLECAO DEV 322;7899009003222;G;4;306.9
900323;VESTIDO FLORAL AMARELO LINHA MINI 323;7899009003230;1;7;53.9
900323;VESTIDO FLORAL AMARELO LINHA MINI 323;7899009003231;2;9;58.9
900324;CONJUNTO CAMISETA E SHORT VERDE MODELO 2027 324;7899009003240;1;14;70.9
900324;CONJUNTO CAMISETA E SHORT VERDE MODELO 2027 324;7899009003241;2;16;75.9
900324;CONJUNTO CAMISETA E SHORT VERDE MODELO 2027 324;7899009003242;3;18;80.9
900325;BLUSA BASICA LILAS BLOOM TESTE 325;7899009003250;1;3;87.9
900325;BLUSA BASICA LILAS BLOOM TESTE 325;7899009003251;2;5;92.9
900326;CALCA SARJA BEGE COLECAO DEV 326;7899009003260;1;10;104.9
900326;CALCA SARJA BEGE COLECAO DEV 326;7899009003261;2;12;109.9
900326;CALCA SARJA BEGE COLECAO DEV 326;7899009003262;3;14;114.9
900327;SHORT SARJA OFF WHITE LINHA MINI 327;7899009003270;1;17;121.9
900327;SHORT SARJA OFF WHITE LINHA MINI 327;7899009003271;2;19;126.9
900328;CASACO MOLETOM CINZA MODELO 2027 328;7899009003280;2;6;138.9
900328;CASACO MOLETOM CINZA MODELO 2027 328;7899009003281;3;8;143.9
900328;CASACO MOLETOM CINZA MODELO 2027 328;7899009003282;4;10;148.9
900329;PIJAMA SUEDINE MARINHO BLOOM TESTE 329;7899009003290;1;13;155.9
900329;PIJAMA SUEDINE MARINHO BLOOM TESTE 329;7899009003291;2;15;160.9
900330;JARDINEIRA JEANS TERRACOTA COLECAO DEV 330;7899009003300;1;20;172.9
900330;JARDINEIRA JEANS TERRACOTA COLECAO DEV 330;7899009003301;2;4;177.9
900330;JARDINEIRA JEANS TERRACOTA COLECAO DEV 330;7899009003302;3;6;182.9
900331;SANDALIA TIRAS ROSA LINHA MINI 331;7899009003310;19/20;9;189.9
900331;SANDALIA TIRAS ROSA LINHA MINI 331;7899009003311;21/22;11;194.9
900332;TENIS CASUAL AZUL MODELO 2027 332;7899009003320;19/20;16;206.9
900332;TENIS CASUAL AZUL MODELO 2027 332;7899009003321;21/22;18;211.9
900332;TENIS CASUAL AZUL MODELO 2027 332;7899009003322;23/24;20;216.9
900333;MANTA SOFT AMARELO BLOOM TESTE 333;7899009003330;U;5;223.9
900334;TOALHA COM CAPUZ VERDE COLECAO DEV 334;7899009003340;U;12;240.9
900335;CHUPETA ORTODONTICA LILAS LINHA MINI 335;7899009003350;U;19;257.9
900336;BRINQUEDO MUSICAL BEGE MODELO 2027 336;7899009003360;U;8;274.9
900337;BODY MANGA LONGA OFF WHITE BLOOM TESTE 337;7899009003370;RN;15;291.9
900337;BODY MANGA LONGA OFF WHITE BLOOM TESTE 337;7899009003371;P;17;296.9
900338;MACACAO MOLETOM CINZA COLECAO DEV 338;7899009003380;P;4;48.9
900338;MACACAO MOLETOM CINZA COLECAO DEV 338;7899009003381;M;6;53.9
900338;MACACAO MOLETOM CINZA COLECAO DEV 338;7899009003382;G;8;58.9
900339;VESTIDO LISO MARINHO LINHA MINI 339;7899009003390;1;11;65.9
900339;VESTIDO LISO MARINHO LINHA MINI 339;7899009003391;2;13;70.9
900340;CONJUNTO BLUSA E CALCA TERRACOTA MODELO 2027 340;7899009003400;1;18;82.9
900340;CONJUNTO BLUSA E CALCA TERRACOTA MODELO 2027 340;7899009003401;2;20;87.9
900340;CONJUNTO BLUSA E CALCA TERRACOTA MODELO 2027 340;7899009003402;3;4;92.9
900341;BLUSA CROPPED ROSA BLOOM TESTE 341;7899009003410;1;7;99.9
900341;BLUSA CROPPED ROSA BLOOM TESTE 341;7899009003411;2;9;104.9
900342;CALCA JEANS AZUL COLECAO DEV 342;7899009003420;1;14;116.9
900342;CALCA JEANS AZUL COLECAO DEV 342;7899009003421;2;16;121.9
900342;CALCA JEANS AZUL COLECAO DEV 342;7899009003422;3;18;126.9
900343;SHORT JEANS AMARELO LINHA MINI 343;7899009003430;1;3;133.9
900343;SHORT JEANS AMARELO LINHA MINI 343;7899009003431;2;5;138.9
900344;CASACO CORTA VENTO VERDE MODELO 2027 344;7899009003440;2;10;150.9
900344;CASACO CORTA VENTO VERDE MODELO 2027 344;7899009003441;3;12;155.9
900344;CASACO CORTA VENTO VERDE MODELO 2027 344;7899009003442;4;14;160.9
900345;PIJAMA MALHA LILAS BLOOM TESTE 345;7899009003450;1;17;167.9
900345;PIJAMA MALHA LILAS BLOOM TESTE 345;7899009003451;2;19;172.9
900346;JARDINEIRA SARJA BEGE COLECAO DEV 346;7899009003460;1;6;184.9
900346;JARDINEIRA SARJA BEGE COLECAO DEV 346;7899009003461;2;8;189.9
900346;JARDINEIRA SARJA BEGE COLECAO DEV 346;7899009003462;3;10;194.9
900347;SANDALIA VELCRO OFF WHITE LINHA MINI 347;7899009003470;19/20;13;201.9
900347;SANDALIA VELCRO OFF WHITE LINHA MINI 347;7899009003471;21/22;15;206.9
900348;TENIS LONA CINZA MODELO 2027 348;7899009003480;19/20;20;218.9
900348;TENIS LONA CINZA MODELO 2027 348;7899009003481;21/22;4;223.9
900348;TENIS LONA CINZA MODELO 2027 348;7899009003482;23/24;6;228.9
900349;MANTA TRICOT MARINHO BLOOM TESTE 349;7899009003490;U;9;235.9
900350;TOALHA BORDADA TERRACOTA COLECAO DEV 350;7899009003500;U;16;252.9
900351;CHUPETA SILICONE ROSA LINHA MINI 351;7899009003510;U;5;269.9
900352;BRINQUEDO EDUCATIVO AZUL MODELO 2027 352;7899009003520;U;12;286.9
900353;BODY GOLA POLO AMARELO BLOOM TESTE 353;7899009003530;RN;19;43.9
900353;BODY GOLA POLO AMARELO BLOOM TESTE 353;7899009003531;P;3;48.9
900354;MACACAO SUEDINE VERDE COLECAO DEV 354;7899009003540;P;8;60.9
900354;MACACAO SUEDINE VERDE COLECAO DEV 354;7899009003541;M;10;65.9
900354;MACACAO SUEDINE VERDE COLECAO DEV 354;7899009003542;G;12;70.9
900355;VESTIDO TULE LILAS LINHA MINI 355;7899009003550;1;15;77.9
900355;VESTIDO TULE LILAS LINHA MINI 355;7899009003551;2;17;82.9
900356;CONJUNTO MOLETOM E JOGGER BEGE MODELO 2027 356;7899009003560;1;4;94.9
900356;CONJUNTO MOLETOM E JOGGER BEGE MODELO 2027 356;7899009003561;2;6;99.9
900356;CONJUNTO MOLETOM E JOGGER BEGE MODELO 2027 356;7899009003562;3;8;104.9
900357;BLUSA MANGA BUFANTE OFF WHITE BLOOM TESTE 357;7899009003570;1;11;111.9
900357;BLUSA MANGA BUFANTE OFF WHITE BLOOM TESTE 357;7899009003571;2;13;116.9
900358;CALCA MOLETOM CINZA COLECAO DEV 358;7899009003580;1;18;128.9
900358;CALCA MOLETOM CINZA COLECAO DEV 358;7899009003581;2;20;133.9
900358;CALCA MOLETOM CINZA COLECAO DEV 358;7899009003582;3;4;138.9
900359;SHORT MOLETOM MARINHO LINHA MINI 359;7899009003590;1;7;145.9
900359;SHORT MOLETOM MARINHO LINHA MINI 359;7899009003591;2;9;150.9
900360;CASACO TRICOT TERRACOTA MODELO 2027 360;7899009003600;2;14;162.9
900360;CASACO TRICOT TERRACOTA MODELO 2027 360;7899009003601;3;16;167.9
900360;CASACO TRICOT TERRACOTA MODELO 2027 360;7899009003602;4;18;172.9
900361;PIJAMA FLANELA ROSA BLOOM TESTE 361;7899009003610;1;3;179.9
900361;PIJAMA FLANELA ROSA BLOOM TESTE 361;7899009003611;2;5;184.9
900362;JARDINEIRA MOLETOM AZUL COLECAO DEV 362;7899009003620;1;10;196.9
900362;JARDINEIRA MOLETOM AZUL COLECAO DEV 362;7899009003621;2;12;201.9
900362;JARDINEIRA MOLETOM AZUL COLECAO DEV 362;7899009003622;3;14;206.9
900363;SANDALIA FLOR AMARELO LINHA MINI 363;7899009003630;19/20;17;213.9
900363;SANDALIA FLOR AMARELO LINHA MINI 363;7899009003631;21/22;19;218.9
900364;TENIS LUZ VERDE MODELO 2027 364;7899009003640;19/20;6;230.9
900364;TENIS LUZ VERDE MODELO 2027 364;7899009003641;21/22;8;235.9
900364;TENIS LUZ VERDE MODELO 2027 364;7899009003642;23/24;10;240.9
900365;MANTA PELUCIA LILAS BLOOM TESTE 365;7899009003650;U;13;247.9
900366;TOALHA FRALDA BEGE COLECAO DEV 366;7899009003660;U;20;264.9
900367;CHUPETA BICO REDONDO OFF WHITE LINHA MINI 367;7899009003670;U;9;281.9
900368;BRINQUEDO MONTAR CINZA MODELO 2027 368;7899009003680;U;16;298.9
900369;BODY TRANSPASSADO MARINHO BLOOM TESTE 369;7899009003690;RN;5;55.9
900369;BODY TRANSPASSADO MARINHO BLOOM TESTE 369;7899009003691;P;7;60.9
900370;MACACAO CANELADO TERRACOTA COLECAO DEV 370;7899009003700;P;12;72.9
900370;MACACAO CANELADO TERRACOTA COLECAO DEV 370;7899009003701;M;14;77.9
900370;MACACAO CANELADO TERRACOTA COLECAO DEV 370;7899009003702;G;16;82.9
900371;VESTIDO LACO ROSA LINHA MINI 371;7899009003710;1;19;89.9
900371;VESTIDO LACO ROSA LINHA MINI 371;7899009003711;2;3;94.9
900372;CONJUNTO REGATA E BERMUDA AZUL MODELO 2027 372;7899009003720;1;8;106.9
900372;CONJUNTO REGATA E BERMUDA AZUL MODELO 2027 372;7899009003721;2;10;111.9
900372;CONJUNTO REGATA E BERMUDA AZUL MODELO 2027 372;7899009003722;3;12;116.9
900373;BLUSA TRICOT AMARELO BLOOM TESTE 373;7899009003730;1;15;123.9
900373;BLUSA TRICOT AMARELO BLOOM TESTE 373;7899009003731;2;17;128.9
900374;CALCA LEGGING VERDE COLECAO DEV 374;7899009003740;1;4;140.9
900374;CALCA LEGGING VERDE COLECAO DEV 374;7899009003741;2;6;145.9
900374;CALCA LEGGING VERDE COLECAO DEV 374;7899009003742;3;8;150.9
900375;SHORT TACTEL LILAS LINHA MINI 375;7899009003750;1;11;157.9
900375;SHORT TACTEL LILAS LINHA MINI 375;7899009003751;2;13;162.9
900376;CASACO PUFFER BEGE MODELO 2027 376;7899009003760;2;18;174.9
900376;CASACO PUFFER BEGE MODELO 2027 376;7899009003761;3;20;179.9
900376;CASACO PUFFER BEGE MODELO 2027 376;7899009003762;4;4;184.9
900377;PIJAMA SHORT DOLL OFF WHITE BLOOM TESTE 377;7899009003770;1;7;191.9
900377;PIJAMA SHORT DOLL OFF WHITE BLOOM TESTE 377;7899009003771;2;9;196.9
900378;JARDINEIRA LINHO CINZA COLECAO DEV 378;7899009003780;1;14;208.9
900378;JARDINEIRA LINHO CINZA COLECAO DEV 378;7899009003781;2;16;213.9
900378;JARDINEIRA LINHO CINZA COLECAO DEV 378;7899009003782;3;18;218.9
900379;SANDALIA METALIZADA MARINHO LINHA MINI 379;7899009003790;19/20;3;225.9
900379;SANDALIA METALIZADA MARINHO LINHA MINI 379;7899009003791;21/22;5;230.9
900380;TENIS PASSEIO TERRACOTA MODELO 2027 380;7899009003800;19/20;10;242.9
900380;TENIS PASSEIO TERRACOTA MODELO 2027 380;7899009003801;21/22;12;247.9
900380;TENIS PASSEIO TERRACOTA MODELO 2027 380;7899009003802;23/24;14;252.9
900381;MANTA BORDADA ROSA BLOOM TESTE 381;7899009003810;U;17;259.9
900382;TOALHA KIT AZUL COLECAO DEV 382;7899009003820;U;6;276.9
900383;CHUPETA COM CLIPE AMARELO LINHA MINI 383;7899009003830;U;13;293.9
900384;BRINQUEDO DE BANHO VERDE MODELO 2027 384;7899009003840;U;20;50.9
900385;BODY MANGA CURTA LILAS BLOOM TESTE 385;7899009003850;RN;9;67.9
900385;BODY MANGA CURTA LILAS BLOOM TESTE 385;7899009003851;P;11;72.9
900386;MACACAO PLUSH BEGE COLECAO DEV 386;7899009003860;P;16;84.9
900386;MACACAO PLUSH BEGE COLECAO DEV 386;7899009003861;M;18;89.9
900386;MACACAO PLUSH BEGE COLECAO DEV 386;7899009003862;G;20;94.9
900387;VESTIDO FLORAL OFF WHITE LINHA MINI 387;7899009003870;1;5;101.9
900387;VESTIDO FLORAL OFF WHITE LINHA MINI 387;7899009003871;2;7;106.9
900388;CONJUNTO CAMISETA E SHORT CINZA MODELO 2027 388;7899009003880;1;12;118.9
900388;CONJUNTO CAMISETA E SHORT CINZA MODELO 2027 388;7899009003881;2;14;123.9
900388;CONJUNTO CAMISETA E SHORT CINZA MODELO 2027 388;7899009003882;3;16;128.9
900389;BLUSA BASICA MARINHO BLOOM TESTE 389;7899009003890;1;19;135.9
900389;BLUSA BASICA MARINHO BLOOM TESTE 389;7899009003891;2;3;140.9
900390;CALCA SARJA TERRACOTA COLECAO DEV 390;7899009003900;1;8;152.9
900390;CALCA SARJA TERRACOTA COLECAO DEV 390;7899009003901;2;10;157.9
900390;CALCA SARJA TERRACOTA COLECAO DEV 390;7899009003902;3;12;162.9
900391;SHORT SARJA ROSA LINHA MINI 391;7899009003910;1;15;169.9
900391;SHORT SARJA ROSA LINHA MINI 391;7899009003911;2;17;174.9
900392;CASACO MOLETOM AZUL MODELO 2027 392;7899009003920;2;4;186.9
900392;CASACO MOLETOM AZUL MODELO 2027 392;7899009003921;3;6;191.9
900392;CASACO MOLETOM AZUL MODELO 2027 392;7899009003922;4;8;196.9
900393;PIJAMA SUEDINE AMARELO BLOOM TESTE 393;7899009003930;1;11;203.9
900393;PIJAMA SUEDINE AMARELO BLOOM TESTE 393;7899009003931;2;13;208.9
900394;JARDINEIRA JEANS VERDE COLECAO DEV 394;7899009003940;1;18;220.9
900394;JARDINEIRA JEANS VERDE COLECAO DEV 394;7899009003941;2;20;225.9
900394;JARDINEIRA JEANS VERDE COLECAO DEV 394;7899009003942;3;4;230.9
900395;SANDALIA TIRAS LILAS LINHA MINI 395;7899009003950;19/20;7;237.9
900395;SANDALIA TIRAS LILAS LINHA MINI 395;7899009003951;21/22;9;242.9
900396;TENIS CASUAL BEGE MODELO 2027 396;7899009003960;19/20;14;254.9
900396;TENIS CASUAL BEGE MODELO 2027 396;7899009003961;21/22;16;259.9
900396;TENIS CASUAL BEGE MODELO 2027 396;7899009003962;23/24;18;264.9
900397;MANTA SOFT OFF WHITE BLOOM TESTE 397;7899009003970;U;3;271.9
900398;TOALHA COM CAPUZ CINZA COLECAO DEV 398;7899009003980;U;10;288.9
900399;CHUPETA ORTODONTICA MARINHO LINHA MINI 399;7899009003990;U;17;45.9
900400;BRINQUEDO MUSICAL TERRACOTA MODELO 2027 400;7899009004000;U;6;62.9
900401;BODY MANGA LONGA ROSA BLOOM TESTE 401;7899009004010;RN;13;79.9
900401;BODY MANGA LONGA ROSA BLOOM TESTE 401;7899009004011;P;15;84.9
900402;MACACAO MOLETOM AZUL COLECAO DEV 402;7899009004020;P;20;96.9
900402;MACACAO MOLETOM AZUL COLECAO DEV 402;7899009004021;M;4;101.9
900402;MACACAO MOLETOM AZUL COLECAO DEV 402;7899009004022;G;6;106.9
900403;VESTIDO LISO AMARELO LINHA MINI 403;7899009004030;1;9;113.9
900403;VESTIDO LISO AMARELO LINHA MINI 403;7899009004031;2;11;118.9
900404;CONJUNTO BLUSA E CALCA VERDE MODELO 2027 404;7899009004040;1;16;130.9
900404;CONJUNTO BLUSA E CALCA VERDE MODELO 2027 404;7899009004041;2;18;135.9
900404;CONJUNTO BLUSA E CALCA VERDE MODELO 2027 404;7899009004042;3;20;140.9
900405;BLUSA CROPPED LILAS BLOOM TESTE 405;7899009004050;1;5;147.9
900405;BLUSA CROPPED LILAS BLOOM TESTE 405;7899009004051;2;7;152.9
900406;CALCA JEANS BEGE COLECAO DEV 406;7899009004060;1;12;164.9
900406;CALCA JEANS BEGE COLECAO DEV 406;7899009004061;2;14;169.9
900406;CALCA JEANS BEGE COLECAO DEV 406;7899009004062;3;16;174.9
900407;SHORT JEANS OFF WHITE LINHA MINI 407;7899009004070;1;19;181.9
900407;SHORT JEANS OFF WHITE LINHA MINI 407;7899009004071;2;3;186.9
900408;CASACO CORTA VENTO CINZA MODELO 2027 408;7899009004080;2;8;198.9
900408;CASACO CORTA VENTO CINZA MODELO 2027 408;7899009004081;3;10;203.9
900408;CASACO CORTA VENTO CINZA MODELO 2027 408;7899009004082;4;12;208.9
900409;PIJAMA MALHA MARINHO BLOOM TESTE 409;7899009004090;1;15;215.9
900409;PIJAMA MALHA MARINHO BLOOM TESTE 409;7899009004091;2;17;220.9
900410;JARDINEIRA SARJA TERRACOTA COLECAO DEV 410;7899009004100;1;4;232.9
900410;JARDINEIRA SARJA TERRACOTA COLECAO DEV 410;7899009004101;2;6;237.9
900410;JARDINEIRA SARJA TERRACOTA COLECAO DEV 410;7899009004102;3;8;242.9
900411;SANDALIA VELCRO ROSA LINHA MINI 411;7899009004110;19/20;11;249.9
900411;SANDALIA VELCRO ROSA LINHA MINI 411;7899009004111;21/22;13;254.9
900412;TENIS LONA AZUL MODELO 2027 412;7899009004120;19/20;18;266.9
900412;TENIS LONA AZUL MODELO 2027 412;7899009004121;21/22;20;271.9
900412;TENIS LONA AZUL MODELO 2027 412;7899009004122;23/24;4;276.9
900413;MANTA TRICOT AMARELO BLOOM TESTE 413;7899009004130;U;7;283.9
900414;TOALHA BORDADA VERDE COLECAO DEV 414;7899009004140;U;14;40.9
900415;CHUPETA SILICONE LILAS LINHA MINI 415;7899009004150;U;3;57.9
900416;BRINQUEDO EDUCATIVO BEGE MODELO 2027 416;7899009004160;U;10;74.9
900417;BODY GOLA POLO OFF WHITE BLOOM TESTE 417;7899009004170;RN;17;91.9
900417;BODY GOLA POLO OFF WHITE BLOOM TESTE 417;7899009004171;P;19;96.9
900418;MACACAO SUEDINE CINZA COLECAO DEV 418;7899009004180;P;6;108.9
900418;MACACAO SUEDINE CINZA COLECAO DEV 418;7899009004181;M;8;113.9
900418;MACACAO SUEDINE CINZA COLECAO DEV 418;7899009004182;G;10;118.9
900419;VESTIDO TULE MARINHO LINHA MINI 419;7899009004190;1;13;125.9
900419;VESTIDO TULE MARINHO LINHA MINI 419;7899009004191;2;15;130.9
900420;CONJUNTO MOLETOM E JOGGER TERRACOTA MODELO 2027 420;7899009004200;1;20;142.9
900420;CONJUNTO MOLETOM E JOGGER TERRACOTA MODELO 2027 420;7899009004201;2;4;147.9
900420;CONJUNTO MOLETOM E JOGGER TERRACOTA MODELO 2027 420;7899009004202;3;6;152.9
900421;BLUSA MANGA BUFANTE ROSA BLOOM TESTE 421;7899009004210;1;9;159.9
900421;BLUSA MANGA BUFANTE ROSA BLOOM TESTE 421;7899009004211;2;11;164.9
900422;CALCA MOLETOM AZUL COLECAO DEV 422;7899009004220;1;16;176.9
900422;CALCA MOLETOM AZUL COLECAO DEV 422;7899009004221;2;18;181.9
900422;CALCA MOLETOM AZUL COLECAO DEV 422;7899009004222;3;20;186.9
900423;SHORT MOLETOM AMARELO LINHA MINI 423;7899009004230;1;5;193.9
900423;SHORT MOLETOM AMARELO LINHA MINI 423;7899009004231;2;7;198.9
900424;CASACO TRICOT VERDE MODELO 2027 424;7899009004240;2;12;210.9
900424;CASACO TRICOT VERDE MODELO 2027 424;7899009004241;3;14;215.9
900424;CASACO TRICOT VERDE MODELO 2027 424;7899009004242;4;16;220.9
900425;PIJAMA FLANELA LILAS BLOOM TESTE 425;7899009004250;1;19;227.9
900425;PIJAMA FLANELA LILAS BLOOM TESTE 425;7899009004251;2;3;232.9
900426;JARDINEIRA MOLETOM BEGE COLECAO DEV 426;7899009004260;1;8;244.9
900426;JARDINEIRA MOLETOM BEGE COLECAO DEV 426;7899009004261;2;10;249.9
900426;JARDINEIRA MOLETOM BEGE COLECAO DEV 426;7899009004262;3;12;254.9
900427;SANDALIA FLOR OFF WHITE LINHA MINI 427;7899009004270;19/20;15;261.9
900427;SANDALIA FLOR OFF WHITE LINHA MINI 427;7899009004271;21/22;17;266.9
900428;TENIS LUZ CINZA MODELO 2027 428;7899009004280;19/20;4;278.9
900428;TENIS LUZ CINZA MODELO 2027 428;7899009004281;21/22;6;283.9
900428;TENIS LUZ CINZA MODELO 2027 428;7899009004282;23/24;8;288.9
900429;MANTA PELUCIA MARINHO BLOOM TESTE 429;7899009004290;U;11;295.9
900430;TOALHA FRALDA TERRACOTA COLECAO DEV 430;7899009004300;U;18;52.9
900431;CHUPETA BICO REDONDO ROSA LINHA MINI 431;7899009004310;U;7;69.9
900432;BRINQUEDO MONTAR AZUL MODELO 2027 432;7899009004320;U;14;86.9
900433;BODY TRANSPASSADO AMARELO BLOOM TESTE 433;7899009004330;RN;3;103.9
900433;BODY TRANSPASSADO AMARELO BLOOM TESTE 433;7899009004331;P;5;108.9
900434;MACACAO CANELADO VERDE COLECAO DEV 434;7899009004340;P;10;120.9
900434;MACACAO CANELADO VERDE COLECAO DEV 434;7899009004341;M;12;125.9
900434;MACACAO CANELADO VERDE COLECAO DEV 434;7899009004342;G;14;130.9
900435;VESTIDO LACO LILAS LINHA MINI 435;7899009004350;1;17;137.9
900435;VESTIDO LACO LILAS LINHA MINI 435;7899009004351;2;19;142.9
900436;CONJUNTO REGATA E BERMUDA BEGE MODELO 2027 436;7899009004360;1;6;154.9
900436;CONJUNTO REGATA E BERMUDA BEGE MODELO 2027 436;7899009004361;2;8;159.9
900436;CONJUNTO REGATA E BERMUDA BEGE MODELO 2027 436;7899009004362;3;10;164.9
900437;BLUSA TRICOT OFF WHITE BLOOM TESTE 437;7899009004370;1;13;171.9
900437;BLUSA TRICOT OFF WHITE BLOOM TESTE 437;7899009004371;2;15;176.9
900438;CALCA LEGGING CINZA COLECAO DEV 438;7899009004380;1;20;188.9
900438;CALCA LEGGING CINZA COLECAO DEV 438;7899009004381;2;4;193.9
900438;CALCA LEGGING CINZA COLECAO DEV 438;7899009004382;3;6;198.9
900439;SHORT TACTEL MARINHO LINHA MINI 439;7899009004390;1;9;205.9
900439;SHORT TACTEL MARINHO LINHA MINI 439;7899009004391;2;11;210.9
900440;CASACO PUFFER TERRACOTA MODELO 2027 440;7899009004400;2;16;222.9
900440;CASACO PUFFER TERRACOTA MODELO 2027 440;7899009004401;3;18;227.9
900440;CASACO PUFFER TERRACOTA MODELO 2027 440;7899009004402;4;20;232.9
900441;PIJAMA SHORT DOLL ROSA BLOOM TESTE 441;7899009004410;1;5;239.9
900441;PIJAMA SHORT DOLL ROSA BLOOM TESTE 441;7899009004411;2;7;244.9
900442;JARDINEIRA LINHO AZUL COLECAO DEV 442;7899009004420;1;12;256.9
900442;JARDINEIRA LINHO AZUL COLECAO DEV 442;7899009004421;2;14;261.9
900442;JARDINEIRA LINHO AZUL COLECAO DEV 442;7899009004422;3;16;266.9
900443;SANDALIA METALIZADA AMARELO LINHA MINI 443;7899009004430;19/20;19;273.9
900443;SANDALIA METALIZADA AMARELO LINHA MINI 443;7899009004431;21/22;3;278.9
900444;TENIS PASSEIO VERDE MODELO 2027 444;7899009004440;19/20;8;290.9
900444;TENIS PASSEIO VERDE MODELO 2027 444;7899009004441;21/22;10;295.9
900444;TENIS PASSEIO VERDE MODELO 2027 444;7899009004442;23/24;12;300.9
900445;MANTA BORDADA LILAS BLOOM TESTE 445;7899009004450;U;15;47.9
900446;TOALHA KIT BEGE COLECAO DEV 446;7899009004460;U;4;64.9
900447;CHUPETA COM CLIPE OFF WHITE LINHA MINI 447;7899009004470;U;11;81.9
